Used Memory,OrigSiteID,AverageCPUTimeUsed,RunTime
25648,2,8,67
77724,2,15,161
604324,2,38502,39370
74372,2,9,250
582516,1,41988,42751
568496,1,25318,25882
583980,2,19116,19759
597104,2,37517,38542
599260,2,40825,41131
582292,0,6896,6994
588768,2,18340,20161
599044,2,5841,6081
20320,0,8,58
579316,1,44268,44715
63900,2,4,190
595384,2,32329,33469
1572064,1,42251,54781
110776,2,40,168
581808,1,40980,41746
25688,2,7,51
1401928,2,22784,34525
614148,2,23195,23430
588048,2,1167,1612
661100,0,51448,52552
584388,1,61170,61517
62948,1,8,52
0,2,0,2
597704,1,44882,46237
597568,2,14875,15602
110880,2,40,162
618140,2,32732,33310
598896,2,5896,6084
71760,2,9,66
0,2,1,1
61024,0,9,1853
577648,0,25677,26354
615060,2,24216,24336
85204,2,8,241
620480,2,30564,31215
65776,1,18,1854
616536,2,25689,26156
567340,1,26164,29216
85176,2,8,237
604100,2,41183,41531
581892,2,23801,24563
601360,2,31997,32544
590996,1,39123,39553
617724,2,46224,50149
105416,2,13,558
25640,2,8,53
101280,2,35,4919
53540,2,3,3607
593728,2,31975,32860
72608,2,22,1741
0,1,0,3220
25680,2,8,57
82716,2,22,4979
599748,0,66499,66826
559284,1,1476,3273
25680,2,8,64
2097248,1,2314,3310
25684,2,8,72
583572,0,26532,27361
25660,2,7,43
627100,0,61025,61487
71272,2,8,60
53532,2,3,3608
567952,0,29049,29746
1050188,2,16215,18462
597964,2,56014,56494
36032,2,8,56
1410356,2,27702,30207
80336,2,14,180
76768,2,9,964
570832,1,25689,27123
579772,0,40420,41960
584680,1,55924,63440
630948,1,1907,2178
595760,2,40309,41866
1595112,2,31504,35428
598740,2,42728,43492
71328,2,8,64
588096,2,1164,2232
25668,2,8,56
605452,2,31927,32267
59920,1,8,1851
592596,1,53078,53864
156728,2,42,376
579408,0,172846,173135
580696,0,40594,41753
587324,2,18599,19957
43896,0,3,3609
25704,2,9,68
584300,1,46967,48356
80248,2,8,445
590412,1,39366,39793
20280,1,9,67
581908,0,40931,41589
581284,2,24434,25193
576820,1,27337,28355
604852,2,45291,45611
598928,2,5644,5906
617272,2,26925,27210
570356,1,24599,25407
57180,1,8,1850
601376,2,49747,50222
598396,2,41947,42339
64180,0,9,73
85292,2,7,69
95472,2,21,2399
71748,2,9,1848
25712,2,9,68
0,2,0,2
599688,2,5782,6040
57040,1,9,1850
63816,2,3,188
162632,2,46,955
570008,0,19875,20824
25676,2,7,60
79292,2,8,72
600124,2,172913,173436
77596,2,27,1852
559308,1,2255,3099
81460,2,18,4137
79288,2,9,58
588052,2,1206,1554
579520,0,30390,34582
1574464,2,31754,34851
598196,2,5837,6037
602312,2,42127,43212
1321828,2,25747,37924
965428,1,263,810
60980,1,9,3687
597144,2,17961,19498
600076,2,39689,40845
584600,2,15779,16432
1558344,0,40259,49145
615892,2,39982,41168
597716,2,42545,44200
598368,1,44363,47335
79276,2,8,59
586328,2,16860,17521
598740,2,44429,45114
590756,1,42158,42932
71104,1,9,76
599960,0,53291,53712
57096,1,8,1850
1581868,2,27062,29088
55440,2,2,7
584156,2,19124,20535
568748,1,31907,36023
626712,2,37787,38127
20304,0,9,53
600580,2,42850,43277
98852,2,31,36880
586440,1,45063,45770
69152,2,8,61
581204,0,47837,48299
570596,1,38600,39704
25664,2,8,74
57528,1,9,1851
2400332,2,4364,5077
