SubmitTime,Used Memory,OrigSiteID,AverageCPUTimeUsed,RunTime
1147305503,590688,1,21365,21988
1146668652,567972,1,25115,26312
1153816763,72596,2,31,1852
1149560261,597224,1,29118,29465
1145724607,598400,2,25672,27359
1149064561,931492,2,16215,18058
1153753855,597072,2,40462,42928
1151709862,25700,2,9,55
1151740511,20308,1,9,75
1152762778,592696,2,42081,42707
1150525127,602864,1,30800,31252
1151309936,580728,1,38538,38836
1150125996,605240,2,46657,48358
1146447560,588300,2,1242,1572
1139440725,551932,1,1473,2078
1151748602,25696,2,9,58
1146639324,0,2,3,9
1145883340,72840,2,11,1853
1145179485,582628,2,25337,26088
1149581415,600472,2,30512,31569
1147300453,581100,2,18398,20281
1152454892,0,2,1,2
1151313218,598484,2,34356,34865
1147694186,590964,2,35788,36888
1151401777,64760,0,13,202
1152087267,599876,2,31604,31928
1151641168,25692,2,8,54
1147680417,597476,2,44201,45360
1146581492,579888,0,27907,33972
1140829830,571676,1,25726,26402
1151929059,0,2,0,7517
1139340384,553016,1,1463,3245
1142717633,587436,1,39694,40745
1151647254,79272,2,8,52
1145723295,574224,0,24324,25256
1145178583,596376,2,22678,24527
1151622699,25704,2,8,67
1139347536,554964,1,2559,3348
1151646185,74764,2,8,59
1140800256,569304,1,28252,28821
1151304611,592564,0,41360,41764
1137052142,630676,0,1423,1737
1151648424,20264,0,8,58
1154124175,599960,2,42807,44424
1145634836,599652,0,23038,23721
1148615688,1346660,2,25749,29698
1146448558,588120,2,1234,1886
1151739287,85608,2,8,65
1146667155,80320,1,64,7328
1147298080,576152,0,25690,28413
1152947212,595552,2,42426,43102
1147967099,111336,2,39,4657
1152084875,598460,2,33460,33895
1150441867,615216,2,23977,24210
1152041557,599812,2,47088,47716
1145905671,583132,2,25930,27362
1147461034,608908,0,43675,45010
1149121737,581616,0,6652,6810
1149576798,581224,0,36205,37078
1140073193,571340,1,21259,23374
1152768662,636204,2,39996,40289
1146377954,588144,2,1169,1357
1146495052,0,2,3,9
1145394398,579896,2,21671,22424
1150795290,53612,2,3,3606
1151304943,72756,2,28,1851
1151712144,66792,2,8,79
1148112913,579732,2,14053,14698
1154850442,288740,2,9081,21886
1146182126,65656,0,13,1894
1145887799,20276,1,9,63
1146418527,588032,2,1166,1803
1136298216,59852,1,8,1850
1152170910,108312,2,18,287
1153813848,601956,2,41985,43894
1151553292,596780,2,36362,36893
1150607142,598004,2,38011,40042
1151752361,67984,2,8,93
1154333795,589172,1,38932,39267
1146821361,1484276,1,27189,57389
1150734707,53492,2,3,3606
1152033923,20740,2,7,85
1139336097,551592,1,1476,3262
1145247871,600008,2,50729,51190
1145484499,581856,2,22594,23698
1153734761,74736,2,7,242
1139881938,572008,1,24503,26041
1151434219,25680,2,8,49
1149077589,582244,0,6699,6824
1149096192,582292,0,6896,6994
1151500907,596040,2,37223,37976
1145907058,71812,1,10,64
1153108877,634596,2,43241,43554
1140601360,569388,1,32846,44925
1151653630,20276,0,8,60
1144522724,597680,2,28094,31125
1141946951,569012,1,31614,32307
1149959257,998392,2,4736,7564
1145372102,585656,0,69694,70114
1136494136,652056,1,45754,46550
1152106244,20752,2,8,76
1146180671,65068,0,20,3681
1145982422,578096,1,26197,27258
1147299066,582388,2,17898,19298
1151442332,612684,2,31645,32255
1151722806,25672,2,9,58
1151652054,79268,2,9,53
1153730843,80196,2,9,244
1151745433,25660,2,8,64
1146419819,588016,2,1173,1668
1151715542,25664,2,8,60
1149409386,617280,2,20222,20650
1151649694,57732,0,10,72
1148853386,1354664,2,25621,28043
1151656501,76572,2,9,1850
1152174992,30628,2,11,81
1144522708,587752,2,24094,27519
1150803942,53612,2,3,3606
1150063790,60372,1,8,169
1149650731,63888,2,3,188
1151736797,25692,2,8,59
1145591950,605532,2,48680,49165
1151915603,64164,1,9,51
1146182116,61724,1,18,3683
1148118032,616372,2,39197,39437
1149422759,620236,2,20322,20771
1145878343,72804,2,9,1852
1153725335,67248,1,9,242
1142717027,579964,1,34457,35579
1153222135,0,2,1,2
1151815431,60848,1,8,960
1152344979,91404,2,21,4729
1153733620,20292,1,9,59
1151623718,74836,2,8,80
1146723560,1217104,0,28592,37716
1151745915,25680,2,9,59
1151108169,580824,1,46000,47912
1149856045,0,2,0,1
1146580816,579816,0,27553,36260
1150556862,629672,1,47664,48760
1151712575,25656,2,9,71
1136280733,59900,1,9,1850
1147723086,583940,2,17255,18985
1150478163,595288,0,16470,16543
1144599149,61956,0,13,1850
1151644986,25688,2,9,96
1150082212,72152,2,7,169
1149385220,620380,2,17200,17633
1146445600,588128,2,1249,1662
1151749496,79304,2,8,73
1151400877,585480,0,46731,47572
1151916019,60848,0,9,955
1151910174,76756,2,9,1851
1151734969,71520,2,8,56
1152174879,25664,2,9,61
1151921666,0,2,0,15806
1140766735,569432,1,26815,29972
1150068072,72184,2,8,169
1154420454,1628772,2,23300,26149
1151857880,74812,2,9,1855
1149600270,581980,1,38132,38938
1154448585,1383944,2,22518,33904
1151743459,79264,2,8,76
1145468290,593436,0,63908,64243
1150974533,72752,2,28,2421
1151646539,56008,1,9,61
1145177802,584528,2,22394,24295
1149978588,602772,2,44996,46468
1150794637,43932,1,4,3608
1148877862,599272,2,6183,6397
1151130676,597664,2,43152,43643
1145180207,628904,2,21943,23504
1139933490,565856,1,22988,23584
1148063665,20756,2,7,49
1146417153,588104,2,1165,2809
1149512117,589720,0,37212,37822
1136977623,0,0,1,2
1151707683,25696,2,9,58
1151792495,53736,0,8,100
1149064149,598892,2,5823,6096
1139933250,576940,1,28528,29081
1147299068,583992,2,19463,20552
1151648066,20300,0,8,55
1152179148,30608,2,11,88
1149491949,0,2,0,2
1151609361,82872,2,21,962
1145887803,574592,0,30704,32193
1149796727,615024,2,26042,26395
1139855224,569420,1,26341,27176
1151622997,25664,2,7,50
1149489323,670696,2,26063,26567
1150447361,61928,0,28,1852
1145871971,596560,2,21498,23002
1151302055,592868,1,46343,47157
1147953775,0,2,1,2
1154597148,589200,2,172811,173269
1147503110,597752,1,50375,51472
1149748729,613376,2,21754,22002
1151622015,25684,2,8,69
1150645997,598040,2,44089,45518
1146006900,581340,2,23616,25934
1151486010,595376,2,36164,36578
1153807759,606036,2,36466,37813
1148645391,598984,2,5784,6003
1137053508,630696,0,1546,1899
1146509524,0,2,3,9
1152343842,88128,2,12,634
1151620820,100948,2,9,149
1153060057,598672,2,42194,42488
1146668659,571544,1,29385,30579
1153807018,591444,2,41021,42011
1146182858,64800,0,24,3684
1147401454,582524,2,16940,18329
1153725345,62888,0,9,245
1151654922,64184,0,9,54
1150084723,72296,2,9,167
1140554563,569568,1,34367,44568
1151917442,25684,2,8,70
1151619080,67228,2,7,73
1148954164,598812,2,5902,6124
1146417305,590152,2,1182,1769
1149387424,616620,2,20895,21332
1154418856,74864,2,9,1852
1136274848,952884,1,251,610
1147680097,608228,2,39564,40729
1152571733,84752,2,12,190
1147298078,582528,1,22966,25423
1151618069,68948,2,8,81
1152002984,600272,2,33664,34187
1152182771,598176,2,33842,34247
1147298585,583096,2,17277,18545
1140648072,566936,1,29529,37752
1151733408,25660,2,9,60
1139888718,57920,1,10,2606
1152184387,598440,2,34963,35249
1149415972,618052,2,23228,23659
1149089575,581648,0,7096,7210
1150818248,600820,0,48181,54708
1151303335,581300,1,51269,51636
1154419609,25668,2,8,66
1151492686,1555180,2,31623,35123
1149270486,220904,2,40,190
1151700885,79248,2,9,64
1139457711,552204,1,6911,7548
1151715115,68924,2,8,59
1153012142,592436,2,39221,39557
1153743444,80236,2,8,252
1145566772,603384,2,48026,48535
1151725241,25668,2,9,61
1151457512,582468,1,37883,38374
1153737923,20712,2,8,75
1153740817,67244,1,10,431
1146423239,587616,2,1163,1356
1153741367,69900,2,8,243
1148683249,598156,2,6114,6316
1148030354,620660,2,36492,36700
1149634705,581592,0,36409,37455
1139174651,572816,1,72960,73974
1151857464,72528,2,9,1853
1147429573,572116,1,22135,22808
1151650118,20268,1,9,52
1148853925,1051180,2,16120,18551
1144505460,587060,1,28654,31335
1152665673,136960,2,38,2112
1151649264,20288,1,9,50
1151857034,71720,2,8,1851
1151717316,79252,2,9,69
1140274980,68544,1,28,56
1145933986,582444,2,25017,26565
1147967096,81660,2,17,3256
1153745907,25664,2,7,54
1149519858,598628,2,37693,38469
1148547582,81668,2,5,5599
1153738572,74816,2,9,272
1150970788,633980,1,38598,39461
1152570744,129280,2,25,603
1152765328,636928,2,43647,43946
1149432413,184156,2,40,170
1151482025,581764,0,40426,41034
1136358785,60452,1,8,171
1145517335,603064,2,57514,57993
1151934695,594280,2,34805,35291
1151724761,25672,2,9,66
1151646842,20304,1,9,61
1153059070,593416,2,39528,39911
1148836074,63888,2,4,197
1152179144,79900,2,11,113
1145634829,584348,0,29873,30547
1149856405,0,2,1,1
1153187034,76492,2,9,1846
1149507809,607148,2,44418,46318
1151694194,74192,2,8,72
1148946078,598688,2,6207,6419
1147965785,0,2,0,1
1151576596,599912,2,38796,39486
1148959388,598792,2,5526,5765
1154026589,597272,2,39884,40268
1151654413,64196,1,9,63
1151646838,20304,0,9,50
1136297078,59912,1,9,1851
1153233570,0,2,1,2
1136280131,57092,1,8,1852
1147447802,60992,1,10,1854
1147401458,579184,2,13658,16714
1150606785,580732,1,44534,46635
1147460400,580828,0,44419,45639
1151718880,25668,2,8,73
1136323823,934340,1,202,508
1154783147,576292,1,172862,173042
1152445016,0,2,1,1
1145177296,583032,2,23217,25153
1136286308,59852,1,8,1852
1149077592,582256,0,6507,6654
1151653202,20300,0,9,53
1150558059,600076,2,39689,40845
1150969225,594552,2,43632,44597
1151915606,0,1,0,10574
1149552760,595004,2,34174,34920
1148118039,620700,2,35319,35581
1146214552,596768,2,23350,23596
1151421199,602744,2,32878,33403
1149011014,1175516,2,21304,31117
1145887804,582644,1,32544,35003
1147968007,90420,2,21,3058
1152340939,86508,2,22,3276
1153727984,25668,2,9,57
1149581421,595300,2,36217,37114
1136277778,59876,1,8,1854
1150050652,587060,1,45706,49462
1151265946,63480,0,33,1852
1140553663,569832,1,35216,47458
1147621671,584268,0,52053,54697
1146428625,537476,2,1138,1348
1149594707,77612,2,16,1849
1152039543,85768,2,20,965
1140554326,570568,1,31698,43734
1147725086,609232,2,19847,20966
1147677155,36056,2,8,67
1153735363,80272,2,8,439
1149329058,606288,2,44960,45862
1148130274,627528,2,27657,27862
1151265964,62008,1,31,1851
1151647250,64168,1,8,49
1147902047,583156,2,15430,16383
1148083804,125560,2,31,2466
1149886890,623524,2,43494,46521
1151651293,20284,1,9,54
1151267294,1325456,2,16693,22244
1148228331,90084,2,40,167
1150795297,53612,2,3,3606
1141018488,591772,1,25252,25797
1152578970,107740,2,21,1046
1153011572,596160,2,44243,44582
1152628538,1442676,2,21964,23246
1154538885,141892,2,43,2103
1151108162,64620,1,10,1852
1137406532,654552,0,48431,49717
1151693469,74348,2,8,94
1147951356,0,2,0,2
1152172325,608584,2,37003,37337
1139873270,570152,1,21742,22563
1150931423,0,2,0,1
1151438033,79268,2,8,53
1136294462,59948,1,8,1851
1149791649,611196,2,22148,22400
1148065579,100120,2,19,735
1146446255,588280,2,1232,1618
1151619373,63072,2,7,82
1149673832,615476,2,23854,24228
1151583034,85212,2,8,87
1150824694,602100,2,37669,43989
1136296498,62376,1,8,1853
1151647722,79212,2,8,50
1147975115,0,2,1,2
1141124538,573908,1,32278,35285
1153173688,591316,2,38546,39178
1153741858,80240,2,8,436
1152037864,598384,2,42748,43091
1147983922,0,2,0,2
1152768664,612776,2,40661,40956
1149673482,0,2,3,4
1151648081,20300,1,10,60
1139455247,558880,1,1848,2480
1148343009,1329476,2,26330,29238
1153723386,80252,2,9,237
1150816808,62916,0,21,1852
1151692749,90104,2,14,1178
1152175652,593708,2,33634,33947
1145982411,574764,0,31335,32141
1147517095,583696,0,45712,46787
1140889876,570004,1,27357,27911
1152038632,609236,2,39000,39445
1151660723,71860,2,9,1851
1149504965,217044,0,60,201
1151647713,20316,1,9,65
1153735361,74852,2,9,245
1147297080,573084,1,25819,27430
1146187612,72560,2,17,3682
1150815793,70180,0,14,962
1151623718,121388,2,46,2014
1149321311,72776,2,23,1850
1152686673,638552,2,39863,40232
1151698296,79300,2,9,64
1151617774,598256,2,37422,37799
1154421527,1376648,2,22393,33056
1151692746,76404,2,9,965
1149484412,607764,2,3425,3512
1149351110,100388,2,38,167
1154328619,594724,2,172851,173383
1151727522,25672,2,8,67
1149657916,63880,2,3,189
1153726897,67272,0,9,437
1151521191,580696,1,36157,36491
1153726364,79216,2,9,49
1152689095,587168,1,46879,47260
1150607791,597288,2,37749,40054
1150934875,0,2,0,2
1151442337,598532,2,32217,32766
1149505740,63068,0,21,1856
1152143949,76564,2,12,120
1152040765,71432,2,9,1853
1149490510,616116,2,24810,25282
1139099518,589968,1,77155,78221
1150037521,609692,2,48087,61067
1151619789,74848,2,9,79
1151649276,20320,1,9,46
1145260990,585288,0,61736,62054
1145882083,612924,2,25919,27450
1151723236,596908,2,35419,36274
1148651162,598204,2,5802,6015
1148225155,600324,2,2234,2288
1148052138,0,2,3,3
1142819035,577412,1,43191,44992
1148835952,599000,2,5791,6018
1151503041,605532,2,34658,35226
1151436467,25656,2,8,52
1145298548,599280,2,50113,50600
1153038159,67312,2,10,89
1152541263,0,2,1,2
1148949808,598180,2,6068,6281
1151749025,68912,2,9,63
1139893690,77624,1,17,4032
1149271897,612636,2,38538,39556
1153229463,0,2,1,2
1150557642,588952,1,51973,54166
1151658118,36204,2,8,63
1139336697,552044,1,1484,3180
1153900984,74848,2,7,258
1152034711,1155224,2,9712,11337
1151114916,597788,2,40481,40794
1151643512,79280,2,7,68
1153726375,74768,2,8,54
1146445589,588260,2,1233,1630
1149661055,63868,2,4,188
1145872744,598860,2,25499,26900
1150966154,0,0,0,2
1149504990,110852,2,39,161
1146006933,60964,1,10,1854
1151653664,25672,2,8,63
1152568322,0,2,1,2
1148074964,75692,2,11,1743
1152179941,84700,2,18,174
1150096314,72228,2,8,168
1146222907,595988,2,26087,26347
1151730428,68952,2,9,64
1147987648,623588,2,34184,34420
1146639324,79088,2,33,75
1147300439,581084,2,18006,19457
1152103990,1607488,2,31475,34934
1145232425,619092,0,54827,55135
1153741844,67236,1,10,452
1154420208,1591748,2,33682,36583
1152958407,630328,2,41959,42315
1148232866,91588,2,49,7144
1146446892,588408,2,1248,1560
1146378009,588040,2,1162,1468
1140304687,287144,0,2581,5367
1151610050,68824,2,7,66
1153058472,596520,2,172913,173310
1151751208,79300,2,9,69
1148073933,81668,2,5,5600
1148075340,615028,2,28537,28772
1139317825,2078224,1,3303,4132
1147933824,69728,1,14,1860
1146753437,1411696,1,34434,43290
1151711005,74812,2,8,65
1151746314,79256,2,7,66
1139347297,555000,1,2510,3303
1146378291,598192,2,24238,24468
1150735655,43860,0,3,3607
1150125994,1593424,2,22461,24181
1151309965,577668,1,15982,16237
1150795297,53560,2,3,3606
1150568130,618024,2,46051,48115
1145719477,1394080,2,27460,29507
1151570030,595176,2,34813,35499
1149526261,593588,2,35988,36754
1150969824,593560,2,36327,37575
1149509217,587168,1,36180,37813
1145985941,576644,1,26833,27832
1139512610,568288,1,29953,31043
1151694892,64240,1,9,72
1154511021,628976,2,172903,173316
1151402134,585604,0,48857,49792
1152839316,1164816,2,172873,173907
1151517385,586012,1,46701,47086
1153058478,84616,2,12,158
1151857872,71624,2,9,1853
1152146678,594836,2,32471,32756
1141108212,0,1,1,1
1151652374,20284,0,9,54
1151608263,586492,1,46721,47487
1151792499,71296,1,8,97
1140090489,567460,1,23430,24380
1154850447,594312,2,172824,173388
1136961133,45788,0,3,311
1151713625,79232,2,8,60
1145260986,601868,2,48158,48611
1147885410,70088,1,14,1860
1145644864,581448,2,24901,26045
1152936675,600512,2,39608,39909
1151713177,79356,2,7,75
1153182202,81084,2,8,1152
1149490405,629704,2,37946,39314
1146414513,588060,2,1207,1616
1146582372,582292,1,30354,37719
1145180528,569732,1,24224,25390
1139419236,552948,1,1692,2357
1149701764,72908,2,8,1848
1146444485,588032,2,1229,1531
1148621838,602052,2,6171,6398
1145994818,587816,2,27532,30131
1144525081,1231576,2,22380,37617
1151496977,595824,2,32843,33385
1153721169,67248,1,10,432
1148033003,583564,2,15931,18301
1151069493,76540,2,9,1852
1151659940,596844,2,33716,34482
1147298581,594324,2,19157,20175
1151736376,79256,2,9,71
1147297094,592584,1,23493,24485
1144278772,57192,1,9,1852
1151753894,79280,2,8,63
1146448551,588224,2,1245,1937
1150974542,584472,0,53762,54597
1145542010,571160,1,25666,26382
1149077589,581552,0,6604,6740
1145332364,599816,2,54419,54952
1139955597,568348,1,25989,26518
1140963168,570856,1,30709,31259
1145180520,570364,1,23432,24283
1149864972,615028,2,25661,25890
1154103118,596020,2,40507,41343
1151791594,62892,0,8,85
1140633819,568572,1,31005,42986
1139412848,556036,1,1490,2035
1148003125,625928,2,35254,35468
1147297121,572264,0,22732,24026
1151651652,64240,1,9,46
1138006293,2097572,1,2388,3310
1147246729,1398440,2,27534,30035
1150524472,0,0,1,2
1151302098,581356,0,43580,44364
1154544105,145744,2,46,2136
1144599528,572928,1,31945,33591
1150607730,597336,2,39679,42941
1151661569,71636,2,8,966
1153725350,67216,0,9,431
1151267292,1550204,2,30991,36371
1153742337,80212,2,9,448
1151744004,68944,2,9,64
1152904480,604316,2,48418,48841
1149556765,612864,2,7013,7100
1147673605,583204,1,45939,47044
1153733016,577244,1,172883,173533
1151646842,25676,2,8,53
1136293865,59900,1,8,1850
1144505448,597324,1,31458,34619
1139421901,57948,1,18,3590
1140073197,571688,1,27292,27921
1149275737,61804,0,21,1854
1145371775,584208,0,54191,54552
1137051549,630916,0,1472,1763
1146030148,581840,2,23322,26314
1146417138,588116,2,1170,1786
1152540723,94176,2,14,114
1149387424,617936,2,22763,23246
1153747013,25656,2,8,57
1147301800,588404,2,20807,23256
1150929505,0,2,0,2
1147407765,71872,2,7,1853
1144418493,572196,1,28370,31373
1154420218,1579728,2,32422,35308
1154036194,614940,2,40251,40969
1148228106,81680,2,4,5600
1146723562,68748,0,17,1301
1151732557,25676,2,8,74
1153229108,0,2,1,2
1152338719,126012,2,57,6056
1150794035,53556,2,3,3606
1148592938,70212,2,9,1849
1148015860,616376,2,34606,34842
1145319340,585416,0,61842,62272
1148074599,615172,2,33781,34054
1148198275,617064,2,32727,33136
1136288240,932288,1,201,408
1151492018,1597084,2,31305,35833
1139576182,570800,1,33631,34476
1146666591,571108,0,25995,28048
1151750785,85152,2,7,80
1151745434,25664,2,7,59
1136327118,953588,1,233,498
1150441570,615112,2,22264,22506
1148157341,0,2,3,4
1149653894,63852,2,3,188
1151708364,20304,1,9,63
1147951375,0,2,0,2
1149869425,596924,2,37203,38066
1145372083,592840,0,63951,64262
1151446671,25680,2,9,52
1141113483,577224,1,48369,53991
1154026586,597336,2,39050,39397
1145179005,585068,2,25175,26346
1152910421,602352,2,35960,36450
1152739434,581620,0,47946,48423
1151729230,20696,2,8,75
1146413141,588168,2,1203,1538
1149959175,596004,2,42797,49772
1150815644,72800,2,17,1851
1150864672,601064,2,43876,45514
1149420212,613564,2,19708,20126
1151420777,592856,2,33334,34751
1147949590,0,2,1,2
1153025017,598248,2,44740,45130
1151630635,79244,2,8,53
1149624868,595420,2,37643,39504
1150734711,43904,0,3,3606
1152170910,79332,2,11,115
1145566831,605248,2,48650,49095
1153233880,0,2,1,2
1153729699,80192,2,9,434
1149943707,589480,1,49225,57088
1149655345,63892,2,3,190
1148231515,618456,2,39628,39891
1147454520,64188,0,10,94
1149731496,632240,2,24454,24664
1136287155,59876,1,8,1850
1150827037,596968,2,38093,46060
1139390378,551944,1,559,1184
1150441573,616032,2,24227,24472
1150608091,607608,2,40125,42236
1137500399,2098264,1,2330,3520
1145883387,570492,0,172895,173849
1153081418,596972,2,40244,40620
1136299231,59864,1,8,1851
1151118076,591868,2,39279,39586
1144505461,570820,0,28677,32057
1151657644,79272,2,8,52
1150107504,582156,1,53259,55384
1145928100,25688,2,9,65
1136276453,952520,1,206,886
1151265948,77768,2,19,968
1151707669,87476,2,22,365
1151601360,602988,1,47836,48372
1145905546,1394476,2,27511,29523
1149731546,609916,2,18972,19177
1151434218,74804,2,9,65
1151743453,69604,2,9,75
1146414571,587940,2,1161,1699
1151708399,79284,2,8,71
1153722370,80280,2,7,432
1144396371,582268,2,24959,27809
1152575103,86944,2,11,1028
1146187610,76732,2,18,3681
1153727984,71376,0,57,6960
1150451381,593392,2,38591,41208
1140876890,570304,1,23890,24436
1147974403,0,2,0,2
1151746317,79220,2,8,69
1153806115,74744,2,11,1851
1146413651,588276,2,1161,1394
1149885211,603740,2,46904,49783
1151697205,20288,0,9,76
1148884604,598328,2,5836,6087
1149132311,90068,2,45,172
1146450688,589028,2,1231,1551
1151649685,64236,1,9,55
1151086444,580512,1,47237,48502
1151917430,71532,0,10,57
1145627162,583016,2,22534,24398
1145629393,1411836,2,27628,30330
1153727382,80252,2,8,248
1148621790,598684,2,5328,5535
1151655704,51028,1,9,54
1149886887,600860,2,45753,49531
1151725596,25688,2,9,66
1152341926,72684,2,23,1865
1153753855,593716,2,41410,43326
1154520494,611580,2,172885,173504
1151746338,62868,1,8,63
1151553294,593564,2,32008,32501
1145517335,599560,2,51669,52112
1145547577,586392,0,58168,58532
1149607567,620096,2,33688,36067
1147715974,63296,1,11,1855
1149552744,1599968,2,32457,38321
1151214901,1558048,2,31693,34829
1151625753,20700,2,8,77
1151627175,25632,2,9,73
1151715099,61852,1,10,65
1149957663,594252,2,43594,50591
1152729864,614944,0,48305,48815
1146446898,588268,2,1244,1577
1148858981,602896,2,5908,6135
1155106375,579072,0,172836,173001
1144842064,43740,1,3,3606
1152677255,596528,2,39624,40046
1147594853,619552,1,48422,49511
1148981058,0,1,3,4
1147353270,570964,1,18826,19484
1153745295,67180,1,9,246
1147755232,311936,2,225,480
1145585651,585020,1,62834,63329
1145953954,25676,2,9,73
1149552745,1534456,2,25529,28043
1148859353,598868,2,5501,5708
1139401744,551908,1,1487,2186
1153806109,63488,1,14,1856
1152447747,0,2,1,2
1150827412,1639436,2,33297,54214
1152995007,1647792,2,33789,36186
1150606739,592332,2,42079,47022
1153747499,74832,2,9,243
1150128221,596808,2,38697,40000
1151731612,76552,2,8,955
1151815069,71856,2,7,976
1152181320,94508,2,11,103
1151791586,68944,2,8,81
1153738586,80260,2,9,254
1147951372,0,2,0,2
1146665934,577292,1,28987,29716
1147946056,377124,2,1476,2632
1145591539,662860,2,51851,52374
1136325134,958392,1,200,474
1151815062,76556,2,7,954
1149585169,592040,2,27870,30032
1154413658,1587008,2,26896,29184
1151736370,25672,2,8,58
1151619380,79240,2,8,72
1161852975,288504,1,9472,19512
1148129861,633548,2,36521,36780
1148013507,615252,2,36598,36841
1150030228,600632,2,40981,43084
1154030466,594064,2,40625,40928
1146180650,76648,2,19,3680
1151642429,79252,2,8,55
1151517380,580420,1,47630,48038
1149825294,604636,2,38877,40328
1151052874,596460,2,38570,39405
1149708441,616576,2,24893,25109
1151747688,85416,2,9,65
1150525125,598376,1,27461,28318
1145105134,574196,1,27828,29803
1150123758,598780,2,48668,49694
1151513525,1572720,2,31916,35354
1149910878,617096,2,41838,48844
1144597936,65800,1,20,1852
1147406724,64672,1,9,1854
1150517017,598500,0,26218,26667
1146669070,68692,1,19,3734
1147299048,580728,0,21797,22453
1151118076,597656,2,39146,39498
1148835687,598848,2,6016,6219
1145905678,20332,1,10,65
1148457553,638924,2,35676,40332
1147676039,583260,1,45076,46359
1152106901,25676,2,9,65
1148221944,609108,2,79828,80023
1140104426,569296,1,51987,52849
1148858364,930896,2,16346,18904
1139404911,558900,1,2491,3262
1151702550,25660,2,9,59
1149552763,600392,2,34031,34804
1151940588,593840,2,31475,31772
1147673597,596912,2,38906,40049
1152145448,131400,2,35,1028
1148017316,616016,2,34106,34324
1150803167,66384,2,3,3606
1136494136,652676,1,50908,51792
1151013960,594928,1,38782,39728
1148640825,598808,2,5818,6055
1146222923,602152,2,32327,32618
1151696739,25672,2,9,73
1154850444,289284,2,8592,19731
1144598340,591108,1,30131,31547
1139386015,551948,1,1465,2084
1151266910,1152612,2,16007,21055
1150827392,598072,2,40415,45226
1151709125,25640,2,9,68
1150810675,53556,2,3,3607
1149508799,613212,2,15642,15760
1150439713,600856,0,29859,30062
1145883701,599552,2,26087,27918
1145375228,584364,1,55394,55847
1151649690,59180,1,9,50
1151709111,71008,2,7,71
1151069901,76532,2,9,1850
1146447186,588328,2,1219,1487
1149886886,582984,1,48496,51596
1140300320,577808,1,29554,30095
1151815739,64224,0,9,84
1149138068,177216,2,40,157
1151621703,25696,2,7,74
1139406875,556028,1,1455,1636
1151724005,73260,2,9,62
1152456262,96300,2,26,2031
1150938719,0,2,0,2
1147673578,581580,0,45486,46687
1150468736,597604,1,26792,27265
1151712540,20264,1,9,58
1151432724,597224,2,38331,38795
1150074664,72244,2,8,169
1151751630,42188,2,8,73
1145585656,585652,1,61540,61847
1149581780,616064,2,22494,22746
1153721176,68920,2,8,52
1146414578,588068,2,1173,1717
1149374289,618032,2,19043,19471
1150574596,597268,2,41398,43757
1148835708,598972,2,5856,6042
1147987581,616512,2,31494,31733
1150117134,618548,2,24371,24651
1153007226,601076,2,38609,38976
1153729696,85140,2,11,244
1151185863,1562848,2,32106,41409
1146041261,75536,2,9,1845
1150974562,598724,2,41611,42942
1150927018,0,2,1,2
1145559978,597188,1,53533,53845
1154419607,25700,2,10,60
1147505783,581320,1,48840,50072
1144277871,581972,1,33205,34622
1147431628,577828,0,21376,22083
1145476771,625332,1,56809,57136
1149663202,1241456,2,22938,40253
1152447445,0,2,1,2
1140133286,571520,1,24328,24875
1151694188,85224,2,8,73
1150939741,0,2,0,2
1153984528,76584,2,13,3359
1140727528,567628,1,28322,35206
1144505092,577244,1,28772,32320
1152736897,599004,2,45043,45429
1147948521,0,2,0,2
1151724332,25676,2,9,71
1144418968,587748,1,32882,35483
1152180956,77572,2,11,76
1144505466,568720,0,25570,28399
1151077231,592880,2,40479,40905
1145656359,580976,2,25264,26081
1140820676,568284,1,27645,28439
1147421969,60952,0,9,1855
1151623727,109852,2,15,985
1152981324,608820,2,41806,42092
1149864966,616692,2,21643,21836
1146023451,584240,2,21322,25040
1140702477,575716,1,31730,41252
1151302052,63736,1,22,1852
1154024824,599248,2,39832,40295
1146449875,588196,2,1216,1530
1149697295,615256,2,23292,23493
1151645760,79296,2,8,64
1149929389,0,1,0,1
1148621825,606412,2,5856,6058
1148621774,603464,2,5929,6122
1149349164,71740,2,41,175
1153744040,69836,2,7,256
1153736363,80236,2,8,440
1151645339,45452,2,9,55
1151909748,64692,0,10,1854
1148552711,70292,2,9,1852
1147986838,616196,2,37729,37979
1146026204,580180,2,24389,29432
1151814651,76760,2,12,1234
1139870615,568352,1,22652,23471
1146460157,0,2,3,12
1139585475,594648,1,50321,51836
1147299045,571488,1,23423,25515
1152143651,112704,2,23,346
1137054105,651580,0,49120,49665
1153233270,0,2,1,2
1149490412,614436,2,42042,43530
1136480304,935600,1,214,467
1151661504,85844,2,9,979
1153747015,80220,2,8,248
1151916028,0,1,0,2851
1151646236,20320,0,8,52
1151658484,83052,2,10,967
1152836940,598196,2,40181,40501
1142826302,552512,1,80880,83051
1152143648,95656,2,13,158
1145105976,609092,0,26735,27492
1151721729,25668,2,8,61
1151411659,575692,1,172919,173176
1152143049,25672,2,9,61
1152447742,0,2,1,2
1151048768,594196,2,35435,36038
1139645968,566356,1,35325,36207
1152184393,597380,2,33701,34075
1151694552,73880,2,11,234
1147299064,600240,2,18067,19178
1150984160,87128,2,27,6088
1147955013,1179576,2,21473,37650
1149400399,615484,2,18789,19180
1151646830,20304,0,10,49
1149660697,63836,2,3,192
